id,city,name,country,measurements,bounds,unit,count,average,lastValue,parameter,displayName,parameterId,latitude,longitude,modelName,manufacturerName
229705,,Marmot's End,US,2145420,"[-117.377785, 47.624294, -117.377785, 47.624294]",µg/m³,314499,34.974988652825715,53.3,pm25,pm25 µg/m³,2,47.624294,-117.377785,PurpleAir Sensor,PurpleAir
229705,,Marmot's End,US,2145420,"[-117.377785, 47.624294, -117.377785, 47.624294]",f,43071,73.2639892125993,67.0,temperature,temperature f,128,47.624294,-117.377785,PurpleAir Sensor,PurpleAir
229705,,Marmot's End,US,2145420,"[-117.377785, 47.624294, -117.377785, 47.624294]",mb,43071,931.0287272666748,933.6,pressure,pressure mb,132,47.624294,-117.377785,PurpleAir Sensor,PurpleAir
229705,,Marmot's End,US,2145420,"[-117.377785, 47.624294, -117.377785, 47.624294]",%,43071,40.097796942504516,64.0,humidity,humidity %,134,47.624294,-117.377785,PurpleAir Sensor,PurpleAir
229705,,Marmot's End,US,2145420,"[-117.377785, 47.624294, -117.377785, 47.624294]",particles/cm³,43071,3.9108319322332656,20.53,um005,um005 particles/cm³,133,47.624294,-117.377785,PurpleAir Sensor,PurpleAir
229705,,Marmot's End,US,2145420,"[-117.377785, 47.624294, -117.377785, 47.624294]",µg/m³,314499,37.016924349793335,66.5,pm10,pm10 µg/m³,1,47.624294,-117.377785,PurpleAir Sensor,PurpleAir
229705,,Marmot's End,US,2145420,"[-117.377785, 47.624294, -117.377785, 47.624294]",particles/cm³,314499,1.0306676921494657,5.82,um010,um010 particles/cm³,126,47.624294,-117.377785,PurpleAir Sensor,PurpleAir
229705,,Marmot's End,US,2145420,"[-117.377785, 47.624294, -117.377785, 47.624294]",particles/cm³,314499,0.09783279605038861,0.59,um025,um025 particles/cm³,130,47.624294,-117.377785,PurpleAir Sensor,PurpleAir
229705,,Marmot's End,US,2145420,"[-117.377785, 47.624294, -117.377785, 47.624294]",particles/cm³,314499,0.006250027547414359,0.01,um100,um100 particles/cm³,135,47.624294,-117.377785,PurpleAir Sensor,PurpleAir
229705,,Marmot's End,US,2145420,"[-117.377785, 47.624294, -117.377785, 47.624294]",particles/cm³,43071,13.96220199145317,71.1,um003,um003 particles/cm³,125,47.624294,-117.377785,PurpleAir Sensor,PurpleAir
229705,,Marmot's End,US,2145420,"[-117.377785, 47.624294, -117.377785, 47.624294]",µg/m³,314499,29.720415296489385,31.4,pm1,pm1 µg/m³,19,47.624294,-117.377785,PurpleAir Sensor,PurpleAir
63034,,"Central West End, St. Louis",US,2826390,"[-90.262794, 38.646454, -90.262794, 38.646454]",particles/cm³,427806,0.1007378691969204,0.21,um025,um025 particles/cm³,130,38.646454,-90.262794,PurpleAir Sensor,PurpleAir
63034,,"Central West End, St. Louis",US,2826390,"[-90.262794, 38.646454, -90.262794, 38.646454]",particles/cm³,427806,0.81451843810647,1.79,um010,um010 particles/cm³,126,38.646454,-90.262794,PurpleAir Sensor,PurpleAir
63034,,"Central West End, St. Louis",US,2826390,"[-90.262794, 38.646454, -90.262794, 38.646454]",particles/cm³,43259,25.147268151680457,31.31,um003,um003 particles/cm³,125,38.646454,-90.262794,PurpleAir Sensor,PurpleAir
63034,,"Central West End, St. Louis",US,2826390,"[-90.262794, 38.646454, -90.262794, 38.646454]",particles/cm³,43259,6.686250821995332,8.18,um005,um005 particles/cm³,133,38.646454,-90.262794,PurpleAir Sensor,PurpleAir
63034,,"Central West End, St. Louis",US,2826390,"[-90.262794, 38.646454, -90.262794, 38.646454]",particles/cm³,43259,0.020253494482580636,0.02,um050,um050 particles/cm³,129,38.646454,-90.262794,PurpleAir Sensor,PurpleAir
63034,,"Central West End, St. Louis",US,2826390,"[-90.262794, 38.646454, -90.262794, 38.646454]",µg/m³,427806,14.57366857862294,29.5,pm10,pm10 µg/m³,1,38.646454,-90.262794,PurpleAir Sensor,PurpleAir
63034,,"Central West End, St. Louis",US,2826390,"[-90.262794, 38.646454, -90.262794, 38.646454]",f,4027,87.90314916107998,80.0,temperature,temperature f,128,38.646454,-90.262794,PurpleAir Sensor,PurpleAir
63034,,"Central West End, St. Louis",US,2826390,"[-90.262794, 38.646454, -90.262794, 38.646454]",%,43259,33.990908247034334,41.0,humidity,humidity %,134,38.646454,-90.262794,PurpleAir Sensor,PurpleAir
63034,,"Central West End, St. Louis",US,2826390,"[-90.262794, 38.646454, -90.262794, 38.646454]",µg/m³,427806,12.445701825594652,23.9,pm25,pm25 µg/m³,2,38.646454,-90.262794,PurpleAir Sensor,PurpleAir
63034,,"Central West End, St. Louis",US,2826390,"[-90.262794, 38.646454, -90.262794, 38.646454]",µg/m³,427806,7.798445201297304,14.8,pm1,pm1 µg/m³,19,38.646454,-90.262794,PurpleAir Sensor,PurpleAir
63034,,"Central West End, St. Louis",US,2826390,"[-90.262794, 38.646454, -90.262794, 38.646454]",mb,43259,993.9350106861385,1000.2,pressure,pressure mb,132,38.646454,-90.262794,PurpleAir Sensor,PurpleAir
63034,,"Central West End, St. Louis",US,2826390,"[-90.262794, 38.646454, -90.262794, 38.646454]",c,39232,80.5702524409809,102.0,temperature,temperature c,100,38.646454,-90.262794,PurpleAir Sensor,PurpleAir
63034,,"Central West End, St. Louis",US,2826390,"[-90.262794, 38.646454, -90.262794, 38.646454]",particles/cm³,427806,0.00452257283901103,0.02,um100,um100 particles/cm³,135,38.646454,-90.262794,PurpleAir Sensor,PurpleAir
279971,,Aguilar’s Outside,US,1584135,"[-111.959755, 40.68852, -111.959755, 40.68852]",f,75,91.14595088819227,95.0,temperature,temperature f,128,40.68852,-111.959755,PurpleAir Sensor,PurpleAir
