lon,lat,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3,dt
2.3488,48.8534,2,390.53,0.08,23.99,40.41,4.47,10.27,12.69,2.63,1611698400
2.3488,48.8534,1,297.07,0.01,13.2,56.51,2.62,4.66,5.91,1.55,1611702000
2.3488,48.8534,1,273.71,0,10.11,62.94,2.09,3.08,3.93,1.2,1611705600
2.3488,48.8534,1,330.45,0.62,18.85,14.48,3.13,6.01,7.4,0.83,1611795600
2.3488,48.8534,1,317.1,0.58,17.14,14.48,2.92,5.23,6.54,0.77,1611799200
2.3488,48.8534,1,303.75,0.51,15.42,15.02,2.71,4.33,5.51,0.71,1611802800
2.3488,48.8534,1,283.72,0.3,13.71,19.67,2.53,3.56,4.61,0.66,1611806400
2.3488,48.8534,1,280.38,0.14,13.37,27.18,2.62,3.79,4.85,0.7,1611810000
2.3488,48.8534,1,343.8,0.26,20.39,26.46,3.79,6.14,7.63,1.08,1611813600
2.3488,48.8534,1,363.83,0.35,23.99,24.32,4.35,6.97,8.6,1.2,1611817200
2.3488,48.8534,1,360.49,0.3,24.33,25.75,4.41,6.73,8.27,1.2,1611820800
2.3488,48.8534,1,340.46,0.21,21.59,30.04,4.11,5.81,7.13,1.12,1611824400
2.3488,48.8534,1,310.42,0.5,17.48,33.98,3.64,4.49,5.78,1.09,1611828000
2.3488,48.8534,1,293.73,0.98,15.25,36.12,3.49,3.94,5.14,1.12,1611831600
2.3488,48.8534,1,287.06,1.2,13.88,38.98,3.37,3.86,4.97,1.14,1611835200
2.3488,48.8534,1,287.06,1.51,13.37,42.2,3.4,3.99,5.05,1.17,1611838800
2.3488,48.8534,1,293.73,1.93,14.05,41.84,3.64,4.21,5.33,1.27,1611842400
2.3488,48.8534,1,303.75,1.87,15.94,39.34,3.93,4.57,5.76,1.39,1611846000
2.3488,48.8534,1,373.84,1.87,26.05,25.75,5.48,7.55,9.36,1.9,1611849600
2.3488,48.8534,2,473.98,2.74,37.7,9.03,6.97,12.19,14.92,2.28,1611853200
2.3488,48.8534,2,594.14,9.28,40.78,1.83,8.7,18.08,21.91,2.57,1611856800
2.3488,48.8534,3,660.9,15.42,38.39,0.39,9.54,21.8,26.33,2.66,1611860400
2.3488,48.8534,2,580.79,10.84,33.93,1.04,7.99,18.01,22.03,2.19,1611864000
2.3488,48.8534,2,480.65,4.41,30.85,5.01,6.26,13.5,16.79,1.79,1611867600
2.3488,48.8534,1,367.17,0.7,22.96,17.17,4.23,8.06,10.14,1.16,1611871200
2.3488,48.8534,1,270.37,0.07,12.85,30.76,2.62,3.74,4.85,0.59,1611874800
2.3488,48.8534,1,247,0.03,9.94,34.33,2.09,2.46,3.2,0.46,1611878400
2.3488,48.8534,1,240.33,0.02,8.57,37.19,1.76,2.08,2.73,0.43,1611882000
2.3488,48.8534,1,236.99,0.02,8.4,39.34,1.79,1.95,2.57,0.44,1611885600
2.3488,48.8534,1,233.65,0.02,7.97,40.41,1.76,1.7,2.26,0.47,1611889200
2.3488,48.8534,1,230.31,0.01,7.37,42.2,1.65,1.56,2.12,0.55,1611892800
2.3488,48.8534,1,243.66,0.02,8.91,43.27,2.03,2.1,2.81,0.7,1611896400
2.3488,48.8534,1,313.76,0.07,17.48,37.19,3.55,5.09,6.39,1.24,1611900000
2.3488,48.8534,1,360.49,0.13,23.65,33.26,4.53,7.19,9,1.6,1611903600
2.3488,48.8534,1,353.81,0.11,22.62,35.76,4.41,7.09,9.08,1.63,1611907200
2.3488,48.8534,1,333.79,0.37,19.54,40.41,4.11,6.61,8.63,1.55,1611910800
2.3488,48.8534,1,303.75,0.7,15.25,46.49,3.46,5.82,7.7,1.31,1611914400
2.3488,48.8534,1,287.06,0.88,12.68,50.78,3.13,5.86,7.64,1.19,1611918000
2.3488,48.8534,1,277.04,0.84,11.31,53.64,2.86,5.95,7.58,1.12,1611921600
2.3488,48.8534,1,273.71,0.75,11.31,56.51,2.83,6.29,8.08,1.09,1611925200
2.3488,48.8534,1,277.04,0.66,12,57.94,3.01,6.43,8.82,1.08,1611928800
2.3488,48.8534,1,280.38,0.42,13.2,58.65,3.19,5.8,8.58,1.06,1611932400
2.3488,48.8534,1,290.39,0.16,15.08,57.94,3.46,5.85,9.43,1.19,1611936000
2.3488,48.8534,1,317.1,0.02,18.51,55.08,4.05,7.02,11.92,1.52,1611939600
2.3488,48.8534,1,363.83,0.02,23.31,50.07,5.01,9.18,15.6,2.09,1611943200
2.3488,48.8534,2,413.9,0.03,28.1,45.42,6.02,11.44,19.08,2.63,1611946800
2.3488,48.8534,2,427.25,0.05,29.82,42.2,6.26,12.41,21.11,2.85,1611950400
2.3488,48.8534,2,433.92,0.07,30.5,38.98,6.2,12.97,21.82,2.91,1611954000
2.3488,48.8534,2,410.56,0.07,28.1,38.62,5.6,11.85,19.6,2.63,1611957600
2.3488,48.8534,1,337.12,0.02,20.05,44.35,3.99,8.11,14.16,1.9,1611961200
2.3488,48.8534,1,297.07,0.01,14.74,46.49,2.89,6.22,11,1.57,1611964800
2.3488,48.8534,1,290.39,0.02,13.71,40.41,2.5,6.7,10.57,1.16,1611968400
2.3488,48.8534,1,283.72,0.04,13.02,35.05,2.44,8.39,11.4,0.77,1611972000
2.3488,48.8534,1,277.04,0.04,12.34,34.33,2.53,8.8,11.02,0.64,1611975600
2.3488,48.8534,1,273.71,0.03,11.31,36.84,2.18,7.29,8.71,0.57,1611979200
2.3488,48.8534,1,270.37,0.03,10.97,38.62,2,5.87,6.89,0.56,1611982800
2.3488,48.8534,1,310.42,0.08,16.11,34.69,2.71,6.6,7.82,0.81,1611986400
2.3488,48.8534,1,330.45,0.11,19.54,33.62,3.22,6.78,8.18,0.95,1611990000
2.3488,48.8534,1,357.15,0.15,22.62,31.11,3.82,7.3,8.94,1.08,1611993600
2.3488,48.8534,1,363.83,0.36,22.62,27.9,4.11,7.45,9.18,1.14,1611997200
2.3488,48.8534,1,337.12,0.78,19.19,26.46,3.82,6.01,7.8,1.09,1612000800
2.3488,48.8534,1,307.08,1.2,15.77,27.9,3.61,4.68,6.34,1.08,1612004400
2.3488,48.8534,1,283.72,1.16,13.54,35.76,3.34,4.04,5.45,1.08,1612008000
2.3488,48.8534,1,277.04,0.92,13.2,42.2,3.25,3.87,5.16,1.08,1612011600
2.3488,48.8534,1,287.06,0.7,15.42,42.2,3.7,4.43,5.93,1.16,1612015200
2.3488,48.8534,1,300.41,0.37,17.31,41.49,3.82,5.08,6.77,1.2,1612018800
2.3488,48.8534,1,317.1,0.2,19.54,40.05,3.79,6.13,7.83,1.22,1612022400
2.3488,48.8534,1,337.12,0.07,21.94,37.91,3.93,7.74,9.47,1.22,1612026000
2.3488,48.8534,2,377.18,0.1,25.36,34.33,4.47,10.19,12.18,1.3,1612029600
2.3488,48.8534,2,410.56,0.17,27.76,30.4,4.77,11.62,13.77,1.36,1612033200
2.3488,48.8534,2,407.22,0.16,26.73,30.4,4.65,11.21,13.32,1.3,1612036800
2.3488,48.8534,2,407.22,0.16,26.39,30.76,4.53,11.12,13.21,1.28,1612040400
2.3488,48.8534,2,390.53,0.13,24.68,31.47,4.23,10.76,12.94,1.2,1612044000
2.3488,48.8534,1,340.46,0.05,19.54,34.33,3.34,9.01,11.01,0.9,1612047600
2.3488,48.8534,1,330.45,0.06,18.68,33.62,3.28,8.85,10.73,0.89,1612051200
2.3488,48.8534,4,654.22,11.06,37.7,5.19,7.75,25.85,29.47,2.6,1612054800
2.3488,48.8534,5,1148.22,48.73,37.01,0,16.45,55.9,62.3,6.21,1612058400
2.3488,48.8534,5,1575.47,81.36,39.07,0,25.51,83.57,92.36,10.13,1612062000
2.3488,48.8534,5,1895.9,104.61,44.55,0,34.33,106.08,116.73,14.82,1612065600
2.3488,48.8534,5,2243.04,135.9,47.98,0,42.44,134.62,145.65,19.51,1612069200
2.3488,48.8534,5,3177.64,209.21,53.47,0,52.45,204.94,218.45,24.07,1612072800
2.3488,48.8534,5,2937.32,193.12,52.78,0,33.85,183.2,194.1,13.93,1612076400
2.3488,48.8534,5,2803.8,187.76,50.72,0,28.61,167.59,178.32,11.02,1612080000
2.3488,48.8534,5,2456.67,160.93,47.3,0.02,25.51,140.04,150.01,9.88,1612083600
2.3488,48.8534,5,1348.5,73.31,41.13,0.08,17.88,64.77,71.53,7.66,1612087200
2.3488,48.8534,5,1214.98,66.16,43.18,0.13,18.84,57.78,65.14,7.22,1612090800
2.3488,48.8534,5,1375.2,75.1,51.41,0.12,20.5,72.17,81.91,6.59,1612094400
2.3488,48.8534,5,1228.33,51.86,59.63,0.21,17.41,63,72.35,4.43,1612098000
2.3488,48.8534,4,867.84,23.47,53.47,0.44,11.92,38.24,45.39,2.76,1612101600
2.3488,48.8534,2,554.09,6.43,41.13,3.76,7.51,18.72,23.28,1.98,1612105200
2.3488,48.8534,2,453.95,1.82,35.99,10.1,6.56,12.96,16.13,1.85,1612108800
2.3488,48.8534,2,467.3,2.1,36.33,8.94,6.62,13.7,16.66,1.85,1612112400
2.3488,48.8534,2,507.36,4.41,35.64,4.78,6.74,15.85,18.92,1.93,1612116000
2.3488,48.8534,2,540.73,7.26,33.59,2.24,6.8,17.55,20.76,1.96,1612119600
2.3488,48.8534,2,514.03,5.92,31.53,2.95,6.26,16.05,19.05,1.76,1612123200
2.3488,48.8534,2,487.33,3.74,30.16,5.23,5.72,14.3,17.04,1.6,1612126800
2.3488,48.8534,2,427.25,1.69,26.05,9.66,4.59,10.83,13.17,1.28,1612130400
2.3488,48.8534,1,340.46,0.45,18.51,16.27,3.13,6.54,8.31,0.84,1612134000
2.3488,48.8534,1,327.11,0.59,18.17,15.02,3.31,6,7.65,0.89,1612137600
2.3488,48.8534,1,337.12,0.66,19.36,13.95,3.61,6.24,8,0.97,1612141200
2.3488,48.8534,1,347.14,0.57,20.91,15.56,4.05,6.69,8.55,1.09,1612144800
2.3488,48.8534,1,363.83,0.48,22.96,17.17,4.53,7.29,9.2,1.22,1612148400
2.3488,48.8534,1,367.17,0.49,23.99,17.35,4.83,7.68,9.65,1.35,1612152000
2.3488,48.8534,1,383.85,0.85,26.05,14.48,5.13,8.59,10.8,1.58,1612155600
2.3488,48.8534,2,534.06,7.1,35.3,3.22,7.75,16.35,19.69,2.53,1612159200
2.3488,48.8534,3,654.22,18.33,36.67,0.27,9.78,22.9,27.34,3.17,1612162800
2.3488,48.8534,3,687.6,22.58,36.33,0.09,10.73,24.17,28.54,3.33,1612166400
2.3488,48.8534,3,640.87,19.67,34.62,0.48,10.73,21.17,24.95,3.17,1612170000
2.3488,48.8534,2,527.38,11.74,32.9,1.7,10.01,15.78,18.88,2.76,1612173600
2.3488,48.8534,2,473.98,10.51,29.82,3.71,10.13,14.03,16.99,2.72,1612177200
2.3488,48.8534,2,440.6,10.06,25.71,5.54,9.54,12.47,15.32,2.85,1612180800
2.3488,48.8534,1,393.87,6.09,22.96,13.95,7.51,9.74,12.09,2.53,1612184400
2.3488,48.8534,1,397.21,3.86,25.71,16.99,7.09,9.4,11.53,2.57,1612188000
2.3488,48.8534,2,420.57,2.82,29.47,14.66,7.33,10.32,12.45,2.88,1612191600
2.3488,48.8534,2,500.68,5.09,37.01,7.15,8.94,14.31,16.92,3.71,1612195200
2.3488,48.8534,3,634.19,14.31,41.47,0.75,11.21,21.53,25.15,4.5,1612198800
2.3488,48.8534,4,821.11,28.61,43.18,0.02,14.19,32.33,37.22,5.26,1612202400
2.3488,48.8534,5,1949.31,111.76,52.09,0,25.51,105.62,116.5,8.04,1612206000
2.3488,48.8534,5,3524.78,232.46,61.69,0,34.33,216.38,236.34,9.5,1612209600
2.3488,48.8534,5,4432.68,307.56,65.12,0,38.15,287.05,314.9,11.78,1612213200
2.3488,48.8534,5,4219.06,289.68,61.69,0,32.9,274.3,306.56,10.51,1612216800
2.3488,48.8534,5,2937.32,198.48,49.35,0,17.17,184.11,214.04,4.62,1612220400
2.3488,48.8534,5,1762.39,111.76,36.67,0,9.54,101.27,124.44,2.41,1612224000
2.3488,48.8534,4,640.87,25.71,27.42,0.03,5.54,28.18,36.11,1.43,1612227600
2.3488,48.8534,2,417.23,8.38,22.96,0.59,3.79,13.73,16.82,1.33,1612231200
2.3488,48.8534,1,350.48,2.88,19.71,3.98,2.83,9.1,11.06,1.16,1612234800
2.3488,48.8534,1,290.39,0.31,14.4,20.56,2.35,5.95,7.26,0.9,1612238400
2.3488,48.8534,1,273.71,0.03,12.34,41.49,2.5,4.95,6.11,0.83,1612242000
2.3488,48.8534,1,320.44,0.04,17.99,41.84,3.34,6.07,7.52,1.14,1612245600
2.3488,48.8534,1,343.8,0.14,21.94,31.83,3.93,6.54,8.41,1.35,1612249200
2.3488,48.8534,1,343.8,0.23,22.62,27.9,4.23,6.22,8.21,1.46,1612252800
2.3488,48.8534,1,337.12,0.66,21.08,29.68,4.23,5.97,7.87,1.5,1612256400
2.3488,48.8534,1,317.1,1.24,17.48,34.69,3.87,5.47,7.13,1.41,1612260000
2.3488,48.8534,1,303.75,1.52,15.77,37.19,3.64,5.31,6.83,1.35,1612263600
2.3488,48.8534,1,297.07,1.5,15.25,37.55,3.49,5.1,6.51,1.3,1612267200
2.3488,48.8534,1,293.73,1.55,14.91,38.27,3.43,4.87,6.23,1.31,1612270800
2.3488,48.8534,1,290.39,1.61,14.57,39.34,3.37,4.58,5.92,1.35,1612274400
2.3488,48.8534,1,287.06,1.33,15.08,39.7,3.34,4.84,6.2,1.43,1612278000
2.3488,48.8534,1,293.73,0.8,17.31,37.91,3.58,5.79,7.36,1.55,1612281600
2.3488,48.8534,1,313.76,0.17,20.56,34.69,4.11,6.73,8.54,1.6,1612285200
2.3488,48.8534,1,343.8,0.12,23.65,31.83,4.77,7.67,9.76,1.69,1612288800
2.3488,48.8534,1,363.83,0.13,24.68,31.83,4.89,7.76,9.93,1.65,1612292400
2.3488,48.8534,1,350.48,0.09,22.28,33.98,4.41,6.86,8.87,1.5,1612296000
2.3488,48.8534,1,343.8,0.08,20.91,34.69,4.11,6.36,8.26,1.43,1612299600
2.3488,48.8534,1,313.76,0.05,17.31,37.55,3.4,4.83,6.53,1.25,1612303200
2.3488,48.8534,1,263.69,0.01,11.48,43.63,2.35,2.64,3.91,0.95,1612306800
2.3488,48.8534,1,257.02,0.01,10.37,44.35,2.21,2.3,3.43,0.94,1612310400
2.3488,48.8534,1,257.02,0.01,10.37,42.92,2.21,2.46,3.46,0.86,1612314000
2.3488,48.8534,1,257.02,0.02,10.63,40.77,2.21,2.61,3.54,0.8,1612317600
2.3488,48.8534,1,263.69,0.02,10.97,39.7,2.24,2.68,3.61,0.78,1612321200
2.3488,48.8534,1,267.03,0.02,10.71,39.7,2.21,2.8,3.71,0.75,1612324800
2.3488,48.8534,1,270.37,0.03,10.97,38.62,2.21,2.99,3.93,0.78,1612328400
2.3488,48.8534,1,320.44,0.09,17.31,33.62,3.16,4.93,6.29,1.09,1612332000
2.3488,48.8534,1,340.46,0.12,20.39,32.19,3.52,5.64,7.18,1.17,1612335600
2.3488,48.8534,1,337.12,0.12,19.88,32.19,3.49,5.4,6.89,1.16,1612339200
2.3488,48.8534,1,320.44,0.22,17.82,34.69,3.28,4.84,6.18,1.14,1612342800
2.3488,48.8534,1,297.07,0.52,14.05,40.77,2.8,3.74,4.98,1.14,1612346400
2.3488,48.8534,1,273.71,1.1,10.63,47.21,2.44,3.14,4.26,1.22,1612350000
2.3488,48.8534,1,257.02,1.4,8.4,51.5,2.18,3.71,5.03,1.31,1612353600
2.3488,48.8534,1,250.34,1.17,7.63,58.65,2.15,5.12,7.1,1.33,1612357200
2.3488,48.8534,1,253.68,0.81,8.31,61.51,2.35,4.32,5.9,1.3,1612360800
2.3488,48.8534,1,253.68,0.42,9.25,61.51,2.21,3.29,4.17,1.35,1612364400
2.3488,48.8534,1,270.37,0.2,12.85,62.23,2.56,3.16,4.03,1.65,1612368000
2.3488,48.8534,1,310.42,0.05,19.36,60.08,3.64,4.71,6.03,2.28,1612371600
2.3488,48.8534,1,380.52,0.01,27.76,54.36,5.25,8.07,10.07,3.23,1612375200
2.3488,48.8534,2,487.33,0.08,39.41,41.13,7.33,13.33,16.47,4.31,1612378800
2.3488,48.8534,2,554.09,0.26,45.93,30.04,8.11,16.87,21.07,4.5,1612382400
2.3488,48.8534,2,594.14,0.78,48.67,20.74,8.46,19.48,24.39,4.18,1612386000
2.3488,48.8534,2,554.09,0.92,44.55,17.52,7.21,17.66,22.72,3.26,1612389600
2.3488,48.8534,2,420.57,0.23,30.5,25.75,4.65,10.93,15.01,2.15,1612393200
2.3488,48.8534,1,363.83,0.13,24.33,30.04,3.79,8.58,11.78,1.81,1612396800
2.3488,48.8534,2,383.85,0.21,25.36,26.82,3.87,10,13.23,1.6,1612400400
2.3488,48.8534,2,440.6,0.65,30.16,17.52,4.41,13.31,17.19,1.54,1612404000
2.3488,48.8534,2,487.33,2.01,33.24,8.58,4.83,16.44,21.12,1.58,1612407600
2.3488,48.8534,2,520.71,4.97,33.24,2.91,5.19,18.56,23.61,1.63,1612411200
2.3488,48.8534,3,554.09,9.72,31.87,0.87,5.84,20.43,25.64,1.85,1612414800
2.3488,48.8534,4,714.3,23.02,33.59,0.09,8.94,28.88,35.33,2.98,1612418400
2.3488,48.8534,4,700.95,24.59,34.27,0.06,9.42,28.07,35.64,3.52,1612422000
2.3488,48.8534,4,767.71,32.19,34.27,0.02,10.85,32.67,41.81,4.02,1612425600
2.3488,48.8534,4,834.47,38,34.27,0.14,12.04,37.14,47.28,4.37,1612429200
2.3488,48.8534,4,821.11,37.55,33.24,0.54,11.68,36.3,45.31,4.05,1612432800
2.3488,48.8534,4,814.44,38.89,31.53,1.17,11.8,35.55,43.09,3.96,1612436400
2.3488,48.8534,4,841.14,42.92,30.5,1.65,12.52,36.61,43.38,4.31,1612440000
2.3488,48.8534,4,894.55,48.73,30.5,1.72,14.07,39.15,46.25,4.94,1612443600
2.3488,48.8534,4,761.03,38.89,29.82,2.01,12.16,31.72,38.47,4.43,1612447200
2.3488,48.8534,3,580.79,23.47,28.79,2.37,8.94,21.46,27.01,3.74,1612450800
2.3488,48.8534,3,640.87,27.05,32.9,1.1,9.18,24.3,29.92,3.83,1612454400
2.3488,48.8534,4,921.25,48.73,38.73,0.06,11.8,40,47.55,4.31,1612458000
2.3488,48.8534,5,1268.39,71.53,44.55,0,15.14,60.99,71.58,5.13,1612461600
2.3488,48.8534,5,1562.12,90.3,48.67,0,17.64,80.65,94.22,5.76,1612465200
2.3488,48.8534,5,1762.39,102.82,49.35,0,18.6,93.79,109.46,5.95,1612468800
2.3488,48.8534,5,1949.31,116.23,48.67,0,19.55,107.88,125.79,6.27,1612472400
2.3488,48.8534,5,1869.2,111.76,45.24,0,16.93,102.18,120.74,5.32,1612476000
2.3488,48.8534,5,1335.14,75.1,37.7,0,10.01,67.46,82.71,3.01,1612479600
2.3488,48.8534,4,921.25,46.49,31.19,0,6.74,42.36,53.74,2.12,1612483200
2.3488,48.8534,4,734.33,32.63,26.05,0,5.72,30.69,39.14,1.85,1612486800
2.3488,48.8534,4,667.57,28.16,22.62,0,5.54,26.47,33.22,1.76,1612490400
2.3488,48.8534,4,647.54,26.38,20.74,0.01,5.54,25.15,30.9,1.74,1612494000
2.3488,48.8534,4,647.54,25.93,20.05,0.01,5.6,25.01,30.46,1.74,1612497600
2.3488,48.8534,4,687.6,28.61,20.56,0,6.38,27.75,33.85,2.06,1612501200
2.3488,48.8534,4,961.3,50.07,23.31,0,10.85,44.28,52.5,3.61,1612504800
2.3488,48.8534,5,1161.58,67.95,26.05,0,14.19,57.41,68.12,4.75,1612508400
2.3488,48.8534,5,1241.68,74.21,28.79,0.01,15.97,62.16,75.14,5.19,1612512000
2.3488,48.8534,5,1134.87,62.59,31.19,0.51,15.74,55.32,69.07,5.13,1612515600
2.3488,48.8534,4,834.47,37.55,32.9,2.35,13.35,37.76,50.01,4.37,1612519200
2.3488,48.8534,4,700.95,28.16,32.9,3.67,12.76,30.35,41.8,4.18,1612522800
2.3488,48.8534,4,627.52,23.25,34.27,3.49,12.99,26.57,37.81,4.5,1612526400
2.3488,48.8534,2,487.33,7.38,36.67,16.27,10.25,17.62,25.57,3.55,1612530000
2.3488,48.8534,2,423.91,2.85,33.93,29.68,8.82,13.81,20.18,3.14,1612533600
2.3488,48.8534,2,410.56,1.9,32.22,34.33,8.35,12.77,18.83,3.23,1612537200
2.3488,48.8534,5,1628.88,92.98,62.38,1.48,23.84,84,97.43,11.27,1612540800
2.3488,48.8534,5,3471.37,257.49,68.55,0.03,43.87,210.77,236.94,19.51,1612544400
2.3488,48.8534,5,4753.11,368.36,79.51,0,67.71,314.62,352.47,31.41,1612548000
2.3488,48.8534,5,5233.76,404.12,84.31,0,83.92,356.06,397.07,43.57,1612551600
2.3488,48.8534,5,5233.76,396.97,77.46,0,70.57,357.87,397.13,35.47,1612555200
2.3488,48.8534,5,5073.55,371.93,67.86,0,47.68,342.81,379.28,19.76,1612558800
2.3488,48.8534,5,4165.65,296.83,56.89,0,28.37,274.74,302.24,9.37,1612562400
2.3488,48.8534,5,3417.97,243.19,46.61,0,18.6,220.42,240.79,6.08,1612566000
2.3488,48.8534,5,2750.4,198.48,37.01,0,14.07,175.06,189.76,5.26,1612569600
2.3488,48.8534,5,2536.77,182.39,32.22,0,13.11,160.56,172.14,5.57,1612573200
2.3488,48.8534,5,2243.04,160.93,28.1,0,10.01,140.47,149.4,4.56,1612576800
2.3488,48.8534,5,1762.39,119.81,23.65,0,7.51,103.58,109.93,3.96,1612580400
2.3488,48.8534,4,801.09,36.66,21.76,0,4.89,35.6,38.36,4.88,1612584000
2.3488,48.8534,4,754.36,30.85,22.28,0,6.14,31.62,34.45,6.46,1612587600
2.3488,48.8534,5,1134.87,59.9,26.39,0,11.56,54.35,59.1,8.74,1612591200
2.3488,48.8534,5,1575.47,96.56,30.85,0,15.97,81.34,87.89,9.88,1612594800
2.3488,48.8534,5,1695.63,109.08,31.19,0.01,16.69,87.84,94.58,9.88,1612598400
2.3488,48.8534,5,1535.42,98.35,27.42,0.12,15.14,77.16,83.04,9.25,1612602000
2.3488,48.8534,4,894.55,42.47,27.42,0.69,9.66,39.11,42.23,6.65,1612605600
2.3488,48.8534,4,660.9,20.12,29.82,2.12,7.75,25.19,27.45,6.33,1612609200
2.3488,48.8534,2,540.73,11.4,29.13,3.76,6.68,19.14,20.98,6.02,1612612800
2.3488,48.8534,2,480.65,8.49,28.79,3.49,6.5,17.08,18.7,5.32,1612616400
2.3488,48.8534,2,467.3,8.61,28.79,3.31,6.26,16.9,18.42,4.94,1612620000
2.3488,48.8534,2,447.27,7.38,30.16,3.58,5.84,16.54,17.96,4.69,1612623600
2.3488,48.8534,2,447.27,6.15,32.9,3.26,5.66,15.99,17.34,4.31,1612627200
2.3488,48.8534,2,500.68,7.82,35.64,1.74,6.38,17.5,19.06,4.12,1612630800
2.3488,48.8534,3,594.14,12.41,37.7,0.64,7.87,21.63,23.58,3.96,1612634400
2.3488,48.8534,3,660.9,15.2,38.73,0.36,8.7,24.56,26.8,3.74,1612638000
2.3488,48.8534,3,660.9,13.41,39.41,0.51,8.7,24.3,26.54,3.26,1612641600
2.3488,48.8534,3,647.54,11.06,40.44,0.84,8.46,23.76,25.8,2.91,1612645200
2.3488,48.8534,3,580.79,6.65,40.1,2.19,7.39,20.75,22.56,2.41,1612648800
2.3488,48.8534,2,433.92,1.23,32.56,10.37,5.01,13.95,15.22,1.57,1612652400
2.3488,48.8534,2,363.83,0.41,26.05,16.09,3.79,11.81,12.67,1.22,1612656000
2.3488,48.8534,2,363.83,0.55,24.68,13.41,3.55,13.3,14.09,1.22,1612659600
2.3488,48.8534,2,377.18,0.8,27.42,10.64,4.05,14.08,15,1.44,1612663200
2.3488,48.8534,2,390.53,1.2,30.5,8.05,4.77,14.53,15.64,1.73,1612666800
2.3488,48.8534,2,413.9,2.1,33.93,4.65,5.66,15.49,16.76,1.98,1612670400
2.3488,48.8534,2,447.27,4.02,36.33,2.15,6.5,16.27,17.77,2.15,1612674000
2.3488,48.8534,3,547.41,11.51,39.07,0.37,8.7,20.89,23.03,2.79,1612677600
2.3488,48.8534,4,660.9,21.46,40.78,0.03,10.85,26.17,28.98,3.33,1612681200
2.3488,48.8534,4,727.65,29.06,41.47,0.01,11.68,28.94,31.92,3.36,1612684800
2.3488,48.8534,4,727.65,29.5,40.44,0.09,11.09,27.88,30.59,3.14,1612688400
2.3488,48.8534,3,654.22,22.58,37.7,0.4,9.89,23.82,26.2,2.69,1612692000
2.3488,48.8534,2,547.41,12.07,35.3,2.82,9.18,19.02,21.03,2.19,1612695600
2.3488,48.8534,2,460.63,4.25,31.53,14.31,8.11,13.21,14.78,1.88,1612699200
2.3488,48.8534,1,407.22,2.49,24.68,28.97,6.86,8.86,10.21,1.81,1612702800
2.3488,48.8534,1,390.53,1.69,23.31,32.19,6.38,7.46,8.74,1.81,1612706400
2.3488,48.8534,1,383.85,1.17,23.99,32.19,6.32,7.04,8.29,1.84,1612710000
2.3488,48.8534,1,387.19,0.58,25.71,33.26,6.38,7.22,8.4,1.79,1612713600
2.3488,48.8534,1,407.22,0.18,29.47,36.12,6.62,8.71,10.04,1.79,1612717200
2.3488,48.8534,2,453.95,0.13,34.62,37.19,7.15,11.66,13.32,1.92,1612720800
2.3488,48.8534,2,487.33,0.15,38.04,36.48,7.63,14,15.88,2.06,1612724400
2.3488,48.8534,2,480.65,0.11,36.33,38.27,7.63,13.68,15.5,2.06,1612728000
2.3488,48.8534,2,467.3,0.09,34.62,38.98,7.63,13.24,14.97,2.09,1612731600
2.3488,48.8534,2,500.68,0.19,38.73,33.62,8.35,15.49,17.59,2.38,1612735200
2.3488,48.8534,2,494,0.14,38.39,31.47,7.87,15.24,17.54,2.28,1612738800
2.3488,48.8534,2,507.36,0.33,41.13,26.46,8.58,16.72,19.2,2.6,1612742400
2.3488,48.8534,2,534.06,0.47,43.87,22.17,10.85,18.6,21.19,3.86,1612746000
2.3488,48.8534,2,514.03,0.42,42.16,22.35,12.64,18.06,20.59,5.19,1612749600
2.3488,48.8534,2,480.65,0.29,38.73,24.68,12.88,16.51,18.89,5.76,1612753200
2.3488,48.8534,2,440.6,0.17,33.59,28.97,12.04,14.56,16.72,6.08,1612756800
2.3488,48.8534,2,453.95,0.27,36.33,26.46,12.76,16.16,18.49,6.84,1612760400
2.3488,48.8534,4,594.14,2.1,51.41,12.52,16.45,25.65,28.83,8.87,1612764000
2.3488,48.8534,4,747.68,8.16,61.69,2.91,20.74,36.21,40.34,11.02,1612767600
2.3488,48.8534,4,841.14,14.75,63.75,0.64,23.6,42.49,47.15,12.41,1612771200
2.3488,48.8534,4,867.84,18.77,61.69,1.48,25.03,44.09,48.92,12.54,1612774800
2.3488,48.8534,4,834.47,20.12,57.58,4.11,24.8,41.35,45.95,11.91,1612778400
2.3488,48.8534,4,787.74,19.89,52.78,6.97,23.37,37.5,41.81,10.64,1612782000
2.3488,48.8534,4,727.65,19,48.67,9.66,20.98,33.71,37.67,9.25,1612785600
2.3488,48.8534,4,694.28,16.76,47.3,9.66,19.55,31.62,35.34,8.99,1612789200
2.3488,48.8534,4,674.25,15.87,47.3,8.05,19.07,30.67,34.34,9.5,1612792800
2.3488,48.8534,4,660.9,15.42,47.98,5.01,18.84,29.79,33.43,10.26,1612796400
2.3488,48.8534,4,660.9,15.87,47.98,1.86,18.36,27.91,31.4,11.15,1612800000
2.3488,48.8534,4,674.25,17.88,47.98,0.35,18.36,26.65,30.03,11.91,1612803600
2.3488,48.8534,4,727.65,21.23,49.35,0.09,20.74,28.36,31.79,14.82,1612807200
2.3488,48.8534,4,761.03,20.34,51.41,0.13,21.22,29.39,32.76,16.47,1612810800
