lon,lat,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3,dt
2.3488,48.8534,2,350.48,0.1,21.25,30.4,2.74,14.08,16.48,1.17,1606266000
2.3488,48.8534,2,353.81,0.12,20.39,29.33,2.71,15.36,17.74,1.12,1606269600
2.3488,48.8534,2,357.15,0.15,20.05,27.54,2.74,16.3,18.73,1.08,1606273200
2.3488,48.8534,2,360.49,0.18,20.39,25.75,2.92,16.68,19.22,1.06,1606276800
2.3488,48.8534,2,370.5,0.28,21.94,23.25,3.4,16.65,19.54,1.22,1606280400
2.3488,48.8534,3,453.95,1.29,31.53,13.77,5.19,20.53,24.49,1.93,1606284000
2.3488,48.8534,3,460.63,1.27,33.59,14.31,5.66,21.02,25.56,2.12,1606287600
2.3488,48.8534,3,500.68,2.26,37.36,9.92,6.5,23.07,28.23,2.44,1606291200
2.3488,48.8534,3,534.06,3.69,39.07,7.42,7.21,24.63,30.32,2.66,1606294800
2.3488,48.8534,3,507.36,3.63,35.99,10.01,6.86,22.56,28.28,2.57,1606298400
2.3488,48.8534,2,453.95,3.1,31.53,15.02,6.26,18.75,23.93,2.5,1606302000
2.3488,48.8534,2,413.9,2.71,27.76,20.21,5.72,15.89,20.48,2.44,1606305600
2.3488,48.8534,2,427.25,4.02,28.45,23.25,6.02,16.2,20.71,2.63,1606309200
2.3488,48.8534,2,473.98,6.99,31.87,18.95,6.68,18.32,23.42,2.85,1606312800
2.3488,48.8534,2,507.36,8.49,35.64,14.31,6.8,19.66,24.86,2.85,1606316400
2.3488,48.8534,4,627.52,15.2,43.87,3.58,7.87,25.68,31.37,3.07,1606320000
2.3488,48.8534,4,814.44,33.53,45.24,0.01,9.42,36.58,43.65,3.17,1606323600
2.3488,48.8534,4,1028.06,49.17,46.61,0,11.09,49.67,58.5,3.55,1606327200
2.3488,48.8534,5,1321.79,68.84,50.04,0,13.35,69.63,80.98,4.18,1606330800
2.3488,48.8534,5,1708.98,94.77,52.78,0,15.5,95.35,109.69,4.94,1606334400
2.3488,48.8534,5,2056.12,118.02,54.84,0,17.41,120.47,137.93,5.7,1606338000
2.3488,48.8534,5,2029.42,118.02,54.15,0,15.26,120.54,139.39,5.13,1606341600
2.3488,48.8534,5,1508.71,82.25,48.67,0,8.94,84.42,99.65,2.85,1606345200
2.3488,48.8534,5,1134.87,54.99,42.16,0,6.44,59.66,68.94,2.12,1606348800
2.3488,48.8534,4,988.01,43.81,37.7,0,5.9,49.97,56.38,2.06,1606352400
2.3488,48.8534,4,934.6,39.34,33.93,0,6.14,46.46,51.77,2.28,1606356000
2.3488,48.8534,4,907.9,37.1,31.87,0,6.68,44.76,49.61,2.66,1606359600
2.3488,48.8534,4,934.6,38.89,30.85,0,7.51,46.15,50.96,3.07,1606363200
2.3488,48.8534,5,1081.47,50.52,32.22,0,9.3,56.1,61.63,3.8,1606366800
2.3488,48.8534,5,1789.09,104.61,39.41,0,18.12,105.67,115.01,7.41,1606370400
2.3488,48.8534,5,2536.77,164.51,50.04,0,23.84,156.91,169.88,9.5,1606374000
2.3488,48.8534,5,3017.43,207.42,56.21,0.01,26.94,192.21,208.57,10.13,1606377600
2.3488,48.8534,5,3231.05,225.31,59.63,0.48,29.33,206.86,225.32,10.64,1606381200
2.3488,48.8534,5,2803.8,196.7,57.58,1.77,28.13,169.12,186.41,9.75,1606384800
2.3488,48.8534,5,2403.26,168.09,56.21,3.35,25.99,140.51,156.64,8.36,1606388400
2.3488,48.8534,5,1949.31,132.32,53.47,4.92,23.13,113.29,126.96,7.28,1606392000
2.3488,48.8534,5,1869.2,121.59,54.15,4.92,22.89,110.88,123.61,7.22,1606395600
2.3488,48.8534,5,2082.82,141.26,54.15,3,23.6,125.77,139.43,7.6,1606399200
2.3488,48.8534,5,2109.53,150.2,47.98,1.2,22.89,126.61,140.73,7.98,1606402800
2.3488,48.8534,5,2483.37,193.12,44.55,0.11,25.99,151.53,167.4,10.77,1606406400
2.3488,48.8534,5,3257.75,268.22,46.61,0,30.99,208.3,228.13,13.81,1606410000
2.3488,48.8534,5,4058.84,336.17,51.41,0,36.72,270.5,294.5,16.72,1606413600
2.3488,48.8534,5,4592.9,357.63,56.21,0,39.1,307.52,329.85,17.23,1606417200
2.3488,48.8534,5,4699.71,346.9,56.89,0,35.76,313.52,333.48,15.2,1606420800
2.3488,48.8534,5,4646.3,329.02,55.52,0,32.42,308.49,326.54,13.05,1606424400
2.3488,48.8534,5,3845.22,264.65,49.35,0,24.8,253.64,268.39,9.37,1606428000
2.3488,48.8534,5,2670.29,182.39,39.07,0,14.42,172.3,182.37,5.26,1606431600
2.3488,48.8534,5,1869.2,123.38,31.53,0,10.01,116.97,124.45,3.99,1606435200
2.3488,48.8534,5,1508.71,92.98,28.1,0,8.94,92.24,99.22,3.83,1606438800
2.3488,48.8534,5,1308.44,75.1,26.73,0,8.46,78.71,84.74,3.71,1606442400
2.3488,48.8534,5,1174.93,61.69,26.39,0,8.11,68.85,73.87,3.58,1606446000
2.3488,48.8534,5,1068.12,52.3,26.05,0,7.63,58.63,62.57,3.39,1606449600
2.3488,48.8534,5,1054.76,50.07,26.39,0,7.99,54.48,57.84,3.55,1606453200
2.3488,48.8534,5,1308.44,69.74,30.5,0,12.28,70.19,74.31,5.19,1606456800
2.3488,48.8534,5,1361.85,74.21,35.3,0,13.95,77.33,81.97,5.95,1606460400
2.3488,48.8534,5,1401.9,77.78,39.41,0,15.14,81.89,87.46,6.4,1606464000
2.3488,48.8534,5,1321.79,71.53,41.13,0.01,15.5,77.5,83.53,6.52,1606467600
2.3488,48.8534,5,1121.52,56.33,38.73,0.67,14.07,63.78,69.68,5.64,1606471200
2.3488,48.8534,5,947.95,46.05,32.22,3,12.52,53.07,58.72,4.62,1606474800
2.3488,48.8534,4,787.74,37.1,26.05,6.08,10.97,44.48,49.36,3.93,1606478400
2.3488,48.8534,4,741.01,33.98,26.05,7.33,11.09,43.44,48.14,3.83,1606482000
2.3488,48.8534,4,834.47,41.57,28.79,4.6,11.92,49.55,54.88,4.12,1606485600
2.3488,48.8534,5,894.55,45.6,30.85,2.08,11.68,51.99,57.56,4.18,1606489200
2.3488,48.8534,5,1108.17,65.27,33.93,0.2,12.99,65.02,71.75,5.13,1606492800
2.3488,48.8534,5,1522.06,101.92,38.04,0,15.74,91.73,100.61,6.02,1606496400
2.3488,48.8534,5,1976.01,134.11,42.16,0,19.07,121.52,132.96,6.9,1606500000
2.3488,48.8534,5,2136.23,141.26,42.84,0,19.79,132.14,143.47,7.09,1606503600
2.3488,48.8534,5,2029.42,128.75,40.78,0,18.36,125.24,135.18,6.46,1606507200
2.3488,48.8534,5,1949.31,119.81,39.41,0,17.41,119.27,128.99,6.08,1606510800
2.3488,48.8534,5,1695.63,100.14,37.36,0,13.95,100.91,109.58,4.88,1606514400
2.3488,48.8534,5,1201.63,65.27,32.9,0,8.35,67.83,74.23,2.95,1606518000
2.3488,48.8534,4,841.14,38.45,27.42,0,5.48,43.85,48.15,2.09,1606521600
2.3488,48.8534,4,714.3,28.16,23.99,0.01,4.77,35.65,38.9,1.95,1606525200
2.3488,48.8534,4,667.57,24.14,21.94,0.02,4.47,32.74,35.43,1.82,1606528800
2.3488,48.8534,4,640.87,21.23,21.76,0.04,4.23,31.43,33.88,1.71,1606532400
2.3488,48.8534,4,627.52,19.22,23.31,0.08,4.17,32.26,34.64,1.73,1606536000
2.3488,48.8534,4,714.3,23.25,26.73,0.05,5.25,39.52,42.33,2.12,1606539600
2.3488,48.8534,5,1148.22,53.64,33.93,0,10.49,67.88,72.79,4.18,1606543200
2.3488,48.8534,5,1455.31,79.57,42.16,0,13.59,86.48,93.83,5.26,1606546800
2.3488,48.8534,5,1468.66,82.25,46.61,0.02,13.71,85.14,92.83,5.13,1606550400
2.3488,48.8534,5,1268.39,63.48,44.55,1.5,12.28,71.27,77.91,4.56,1606554000
2.3488,48.8534,5,907.9,37.1,36.33,6.53,9.66,51.31,56.26,3.74,1606557600
2.3488,48.8534,4,734.33,26.38,29.47,11.8,8.23,44.18,48.27,3.48,1606561200
2.3488,48.8534,4,614.17,19,25.36,16.99,7.09,37.92,41.3,3.67,1606564800
2.3488,48.8534,4,534.06,11.85,26.05,25.39,6.8,30.63,33.38,3.64,1606568400
2.3488,48.8534,4,560.76,11.29,30.85,22.35,7.15,29.87,32.71,4.31,1606572000
2.3488,48.8534,4,594.14,9.84,36.33,14.48,7.03,30.5,33.39,4.75,1606575600
2.3488,48.8534,4,647.54,9.05,44.55,3.58,6.97,35.23,38.3,4.94,1606579200
2.3488,48.8534,4,747.68,17.21,47.98,0.29,7.45,45.93,49.44,4.43,1606582800
2.3488,48.8534,5,881.2,25.48,52.09,0.06,8.46,57.94,62.16,4.05,1606586400
2.3488,48.8534,5,921.25,26.6,54.15,0.05,8.7,60.12,64.57,3.99,1606590000
2.3488,48.8534,5,907.9,24.59,52.09,0.07,8.46,56.87,61.26,3.83,1606593600
2.3488,48.8534,5,907.9,24.36,51.41,0.08,8.46,56.4,60.79,3.77,1606597200
2.3488,48.8534,5,827.79,18.77,50.72,0.22,7.39,51.38,55.37,3.23,1606600800
2.3488,48.8534,4,607.49,5.64,45.93,3.49,4.65,38.22,41.04,2.31,1606604400
2.3488,48.8534,4,480.65,0.92,36.67,13.41,3.46,30.72,32.85,2.06,1606608000
2.3488,48.8534,4,447.27,0.4,31.87,19.49,3.25,28.43,30.32,2.03,1606611600
2.3488,48.8534,4,440.6,0.31,30.16,21.64,3.19,27.72,29.51,2.01,1606615200
2.3488,48.8534,4,433.92,0.3,29.47,22.17,3.16,28.38,30.13,1.98,1606618800
2.3488,48.8534,4,447.27,0.42,30.5,20.21,3.28,30.6,32.4,2.03,1606622400
2.3488,48.8534,4,534.06,1.68,38.04,11.44,4.17,37.19,39.41,2.38,1606626000
2.3488,48.8534,5,894.55,22.13,48.67,0.65,8.46,60.41,64.47,3.99,1606629600
2.3488,48.8534,5,1201.63,48.73,50.72,0,11.44,81.73,87.42,5.19,1606633200
2.3488,48.8534,5,1201.63,50.07,52.78,0.02,11.68,82.28,88.09,5.13,1606636800
2.3488,48.8534,5,974.66,32.19,50.04,1.77,10.13,68.22,73.04,4.43,1606640400
2.3488,48.8534,4,620.84,9.61,39.76,11.36,7.27,45.26,48.4,3.07,1606644000
2.3488,48.8534,4,514.03,5.03,32.9,20.21,6.44,35.66,38.23,2.72,1606647600
2.3488,48.8534,4,453.95,2.21,29.47,26.46,5.66,29.88,31.95,2.63,1606651200
2.3488,48.8534,4,433.92,2.15,29.13,32.19,5.66,28.01,29.95,2.82,1606654800
2.3488,48.8534,4,453.95,3.52,30.16,33.62,5.84,28.43,30.45,3.17,1606658400
2.3488,48.8534,4,460.63,3.13,32.56,30.76,5.72,27.96,30.01,3.39,1606662000
2.3488,48.8534,4,520.71,1.69,42.84,18.24,6.14,30.47,32.77,3.71,1606665600
2.3488,48.8534,4,667.57,7.15,53.47,3.98,7.33,39.07,42.07,4.02,1606669200
2.3488,48.8534,5,881.2,22.8,53.47,0.24,9.18,52.31,56.41,4.62,1606672800
2.3488,48.8534,5,1108.17,41.13,52.09,0.01,10.85,68.56,73.88,5.26,1606676400
2.3488,48.8534,5,1361.85,59.01,51.41,0,12.16,86.14,92.75,5.76,1606680000
2.3488,48.8534,5,1588.82,75.1,51.41,0,18.12,103.13,110.84,10.77,1606683600
2.3488,48.8534,5,1588.82,75.1,50.04,0,20.03,103.32,110.57,14.57,1606687200
2.3488,48.8534,5,1214.98,50.52,45.24,0,13.95,77.81,82.5,13.3,1606690800
2.3488,48.8534,5,1001.36,38,40.78,0,11.56,65.21,68.96,14.31,1606694400
2.3488,48.8534,5,1054.76,43.81,39.41,0,13.11,70.85,74.72,17.23,1606698000
2.3488,48.8534,5,1268.39,59.01,40.1,0,16.21,85.63,90.08,23.05,1606701600
2.3488,48.8534,5,1482.01,73.31,40.44,0,18.84,99.36,104.15,28.37,1606705200
2.3488,48.8534,5,1668.93,87.62,41.13,0,21.22,113.29,118.32,30.4,1606708800
2.3488,48.8534,5,2029.42,114.44,43.53,0,26.7,140.68,146.51,31.16,1606712400
2.3488,48.8534,5,3150.94,202.06,53.47,0,45.3,229.82,239.5,38.51,1606716000
2.3488,48.8534,5,4486.08,311.14,67.86,0,64.85,337.94,351.57,47.62,1606719600
2.3488,48.8534,5,5607.61,404.12,82.25,0,78.2,431.42,447.5,54.21,1606723200
2.3488,48.8534,5,6568.91,479.22,97.33,0.01,86.78,513.9,530.45,58.26,1606726800
2.3488,48.8534,5,5393.98,382.66,91.85,0.14,69.62,424.01,439.86,45.09,1606730400
2.3488,48.8534,5,4699.71,332.59,89.11,0.75,50.07,374.08,393.42,26.09,1606734000
2.3488,48.8534,5,4005.43,282.53,87.05,1.79,35.29,315.55,337.69,12.54,1606737600
2.3488,48.8534,5,1682.28,103.71,67.86,3.93,25.75,123.9,138.83,6.4,1606741200
2.3488,48.8534,5,1081.47,50.52,58.26,3.4,18.36,76.69,90,4.37,1606744800
2.3488,48.8534,5,841.14,29.06,56.89,1.57,14.31,60.72,72.63,3.74,1606748400
2.3488,48.8534,5,774.38,23.25,57.58,0.15,11.92,55.17,65.44,3.74,1606752000
2.3488,48.8534,5,794.41,24.36,56.89,0.04,10.61,55.45,64.67,3.86,1606755600
2.3488,48.8534,5,841.14,25.48,56.21,0.04,10.37,57.12,65.76,4.05,1606759200
2.3488,48.8534,5,854.49,24.14,54.84,0.07,10.01,56.78,64.6,3.99,1606762800
2.3488,48.8534,4,767.71,15.87,52.09,0.45,8.94,49.63,56.41,3.58,1606766400
2.3488,48.8534,4,647.54,6.82,47.98,3.35,7.57,40.87,46.17,3.1,1606770000
2.3488,48.8534,4,487.33,0.91,35.99,17.17,5.54,31.09,34.37,2.06,1606773600
2.3488,48.8534,3,360.49,0.07,22.28,32.9,3.79,22.92,24.68,1.14,1606777200
2.3488,48.8534,2,317.1,0.04,17.65,35.76,3.73,19.7,20.94,0.83,1606780800
2.3488,48.8534,2,320.44,0.07,17.82,31.11,4.47,17.06,18.34,0.77,1606784400
2.3488,48.8534,2,317.1,0.04,17.99,36.12,4.83,10.47,11.7,0.88,1606788000
2.3488,48.8534,1,300.41,0.03,16.97,40.41,4.59,6.18,7.28,0.93,1606791600
2.3488,48.8534,1,297.07,0.04,17.48,37.19,4.53,5.61,6.91,1.01,1606795200
2.3488,48.8534,1,323.77,0.06,20.91,36.48,5.19,7.17,8.96,1.14,1606798800
2.3488,48.8534,2,467.3,0.52,35.99,23.96,7.63,14.58,17.43,1.95,1606802400
2.3488,48.8534,3,574.11,1.73,46.61,13.95,9.42,20.15,23.75,2.57,1606806000
2.3488,48.8534,2,567.44,1.63,46.61,14.48,9.54,19.6,23.25,2.63,1606809600
2.3488,48.8534,2,527.38,2.71,40.1,22.35,8.94,17.22,20.77,2.44,1606813200
2.3488,48.8534,2,460.63,4.25,30.85,32.9,7.87,13.46,16.92,2.22,1606816800
2.3488,48.8534,1,393.87,3.74,24.33,40.41,6.8,9.81,13.26,2.15,1606820400
2.3488,48.8534,1,347.14,2.57,19.88,46.49,5.72,7.21,10.79,2.06,1606824000
2.3488,48.8534,1,333.79,2.18,19.02,48.64,5.36,6.78,10.31,2,1606827600
2.3488,48.8534,1,353.81,2.29,21.76,46.49,5.9,7.78,11.24,2.19,1606831200
2.3488,48.8534,1,373.84,1.62,25.36,42.92,6.32,8.85,12.31,2.38,1606834800
2.3488,48.8534,1,393.87,0.3,30.16,38.62,6.56,9.98,13.4,2.5,1606838400
2.3488,48.8534,2,440.6,0.15,34.96,33.98,7.15,12.28,15.89,2.66,1606842000
2.3488,48.8534,2,520.71,0.34,41.81,28.25,8.46,16.53,20.67,2.98,1606845600
2.3488,48.8534,2,574.11,0.48,45.24,25.03,9.3,19.43,24.05,3.2,1606849200
2.3488,48.8534,2,560.76,0.36,42.5,27.54,9.18,18.68,23.53,3.26,1606852800
2.3488,48.8534,2,554.09,0.31,40.78,28.61,9.06,18.07,23.21,3.39,1606856400
2.3488,48.8534,2,487.33,0.13,34.62,34.33,7.87,14.68,20.12,3.14,1606860000
2.3488,48.8534,1,353.81,0.02,20.91,47.92,5.42,8.14,13.6,2.34,1606863600
2.3488,48.8534,1,300.41,0.01,15.42,54.36,4.47,5.7,11.2,2.09,1606867200
2.3488,48.8534,1,290.39,0.01,14.22,55.79,4.23,5.23,10.15,1.92,1606870800
2.3488,48.8534,1,300.41,0.01,15.25,53.64,4.41,5.57,10.35,1.82,1606874400
2.3488,48.8534,1,310.42,0.01,16.79,50.78,4.59,6.08,10.7,1.73,1606878000
2.3488,48.8534,1,320.44,0.02,18.17,47.21,4.71,6.55,11.2,1.84,1606881600
2.3488,48.8534,1,353.81,0.04,22.28,40.77,5.42,8.15,12.86,2.15,1606885200
2.3488,48.8534,2,527.38,1.06,40.44,18.95,8.58,17.09,22.55,3.17,1606888800
2.3488,48.8534,4,674.25,8.16,47.98,3.26,11.33,25.68,31.68,3.99,1606892400
2.3488,48.8534,4,734.33,19,42.84,0.26,12.88,29.92,35.94,4.31,1606896000
2.3488,48.8534,4,754.36,25.71,39.07,0.76,13.71,31.86,37.71,4.43,1606899600
2.3488,48.8534,4,720.98,26.6,36.33,3.09,13.47,30.34,35.92,4.37,1606903200
2.3488,48.8534,4,660.9,24.81,33.93,5.1,13.11,27.38,32.62,4.31,1606906800
2.3488,48.8534,3,614.17,22.13,32.9,6.53,13.23,24.65,29.56,4.24,1606910400
2.3488,48.8534,4,907.9,42.92,38.39,3.35,17.88,40.83,47.15,5.7,1606914000
2.3488,48.8534,5,1455.31,86.73,43.87,0.83,24.56,73.87,83.01,8.11,1606917600
2.3488,48.8534,5,1976.01,132.32,48.67,0.13,30.52,107.72,119.63,10.51,1606921200
2.3488,48.8534,5,2296.45,159.14,55.52,0,33.38,127.77,140.45,11.15,1606924800
2.3488,48.8534,5,2109.53,139.48,62.38,0,28.85,114.33,124.94,8.23,1606928400
2.3488,48.8534,5,1682.28,92.09,63.75,0,23.37,84.73,93.15,6.02,1606932000
2.3488,48.8534,5,1348.5,58.12,63.06,0,20.5,64.24,72.24,5.26,1606935600
2.3488,48.8534,5,1468.66,63.48,67.17,0,21.7,73.11,82.81,5.45,1606939200
2.3488,48.8534,5,1588.82,72.42,67.86,0,22.17,81.75,93.03,5.45,1606942800
2.3488,48.8534,5,1361.85,60.8,61.69,0,18.12,69.44,81.83,4.43,1606946400
2.3488,48.8534,4,834.47,26.15,51.41,0.07,10.37,37.54,49.08,2.34,1606950000
2.3488,48.8534,2,507.36,5.25,40.1,3.76,5.96,18.8,28.36,1.39,1606953600
2.3488,48.8534,2,383.85,0.48,26.73,18.42,4.17,11.9,18.35,1,1606957200
2.3488,48.8534,1,343.8,0.16,21.25,26.46,3.58,9.9,14.17,0.9,1606960800
2.3488,48.8534,1,317.1,0.11,18.68,29.33,3.25,9.06,12.23,0.83,1606964400
2.3488,48.8534,1,300.41,0.09,16.62,31.11,3.13,9.24,11.67,0.76,1606968000
2.3488,48.8534,2,317.1,0.16,18.34,28.61,3.58,10.96,13.22,0.88,1606971600
2.3488,48.8534,2,423.91,1.44,29.82,14.31,5.66,17.13,20.19,1.52,1606975200
2.3488,48.8534,3,514.03,5.59,36.33,4.43,7.45,22.26,26.05,1.92,1606978800
2.3488,48.8534,3,540.73,8.72,35.64,1.92,8.23,23.83,27.82,2.01,1606982400
2.3488,48.8534,3,540.73,9.39,34.27,1.57,8.11,23.87,27.87,2.01,1606986000
2.3488,48.8534,3,473.98,6.09,31.19,3.67,6.74,20.03,23.57,1.69,1606989600
2.3488,48.8534,2,407.22,2.71,27.08,10.82,5.42,15.08,17.93,1.38,1606993200
2.3488,48.8534,2,360.49,1.29,23.31,20.92,4.41,11.33,13.37,1.14,1606996800
2.3488,48.8534,1,320.44,0.73,18.34,37.19,3.43,7.74,9.21,0.9,1607000400
2.3488,48.8534,1,300.41,0.34,16.11,45.78,2.98,5.72,6.94,0.76,1607004000
2.3488,48.8534,1,287.06,0.14,14.74,47.21,2.53,4.87,5.91,0.64,1607007600
2.3488,48.8534,1,283.72,0.04,15.08,44.35,2.35,4.52,5.45,0.61,1607011200
2.3488,48.8534,1,287.06,0.03,15.59,43.99,2.41,4.4,5.37,0.64,1607014800
2.3488,48.8534,1,300.41,0.04,16.62,42.92,2.65,4.9,6.02,0.73,1607018400
2.3488,48.8534,1,307.08,0.05,16.97,41.49,2.77,5.2,6.36,0.76,1607022000
2.3488,48.8534,1,300.41,0.03,15.42,43.27,2.56,4.71,5.78,0.71,1607025600
2.3488,48.8534,1,293.73,0.02,14.4,47.92,2.41,4.32,5.34,0.67,1607029200
2.3488,48.8534,1,263.69,0.01,10.54,55.79,1.86,2.97,3.76,0.52,1607032800
2.3488,48.8534,1,220.3,0,5.57,63.66,1.09,1.39,1.81,0.29,1607036400
2.3488,48.8534,1,210.29,0,4.07,69.38,0.86,1.05,1.36,0.25,1607040000
2.3488,48.8534,1,206.95,0,3.38,72.24,0.81,1.14,1.47,0.27,1607043600
2.3488,48.8534,1,208.62,0,3.77,66.52,0.95,1.31,1.71,0.31,1607047200
2.3488,48.8534,1,216.96,0,4.46,60.8,1.22,1.22,1.69,0.34,1607050800
2.3488,48.8534,1,223.64,0,5.27,57.94,1.49,1.12,1.66,0.39,1607054400
2.3488,48.8534,1,236.99,0,6.86,58.65,1.76,1.48,2.19,0.52,1607058000
2.3488,48.8534,1,287.06,0.01,13.54,53.64,2.86,3.72,5.01,0.93,1607061600
2.3488,48.8534,1,327.11,0.04,19.71,47.21,3.82,5.74,7.6,1.27,1607065200
2.3488,48.8534,1,347.14,0.06,22.28,43.99,4.35,6.82,9.04,1.43,1607068800
2.3488,48.8534,1,357.15,0.73,22.96,44.35,4.77,7.56,10.04,1.52,1607072400
2.3488,48.8534,1,337.12,2.04,18.68,50.07,4.47,6.54,8.99,1.49,1607076000
2.3488,48.8534,1,310.42,2.32,15.25,55.79,4.17,5.22,7.44,1.49,1607079600
2.3488,48.8534,1,290.39,2.18,13.37,60.08,3.93,4.43,6.46,1.49,1607083200
2.3488,48.8534,1,300.41,2.07,15.42,57.94,4.35,5.02,7.22,1.73,1607086800
2.3488,48.8534,1,333.79,2.04,20.05,50.78,5.01,6.5,9.13,2.09,1607090400
2.3488,48.8534,1,360.49,1.37,25.36,41.84,5.36,7.86,10.77,2.34,1607094000
2.3488,48.8534,2,407.22,0.49,34.27,28.61,5.96,10.28,13.51,2.66,1607097600
2.3488,48.8534,2,467.3,1.06,41.47,17.7,6.62,13.47,17.18,2.72,1607101200
2.3488,48.8534,2,547.41,2.91,46.61,9.74,7.51,17.84,22.09,2.6,1607104800
2.3488,48.8534,3,614.17,6.37,47.98,4.47,8.23,21.93,26.6,2.47,1607108400
2.3488,48.8534,3,667.57,10.84,45.93,1.54,8.58,24.76,29.7,2.5,1607112000
2.3488,48.8534,4,707.63,15.42,43.53,0.58,8.94,27.6,32.77,2.6,1607115600
2.3488,48.8534,3,640.87,12.29,41.13,0.91,7.45,23.56,28.14,2.12,1607119200
2.3488,48.8534,2,460.63,3.1,33.59,6.8,4.71,13.21,16.38,1.3,1607122800
2.3488,48.8534,1,347.14,0.31,22.28,21.99,3.19,7.17,9.15,0.88,1607126400
2.3488,48.8534,1,310.42,0.09,16.45,31.83,2.71,5.5,6.92,0.79,1607130000
2.3488,48.8534,1,300.41,0.07,15.08,32.54,2.47,5.41,6.8,0.72,1607133600
2.3488,48.8534,1,293.73,0.09,14.4,30.76,2.33,5.56,6.92,0.69,1607137200
2.3488,48.8534,1,290.39,0.1,14.05,29.33,2.27,6.06,7.45,0.67,1607140800
2.3488,48.8534,1,297.07,0.14,15.08,28.97,2.53,7.01,8.61,0.74,1607144400
2.3488,48.8534,1,360.49,0.43,22.28,24.32,3.73,9.97,12.22,1.16,1607148000
2.3488,48.8534,2,397.21,0.71,26.73,20.92,4.29,10.98,13.78,1.39,1607151600
2.3488,48.8534,2,393.87,0.69,26.73,21.1,4.35,10.03,12.88,1.41,1607155200
2.3488,48.8534,1,373.84,0.66,23.65,25.75,4.11,8.45,10.88,1.33,1607158800
2.3488,48.8534,1,323.77,0.52,17.48,35.76,3.28,5.6,7.39,1.06,1607162400
2.3488,48.8534,1,287.06,0.51,13.37,41.84,2.68,3.81,5.19,0.9,1607166000
2.3488,48.8534,1,263.69,0.45,10.97,45.06,2.21,2.8,3.88,0.9,1607169600
2.3488,48.8534,1,260.35,0.18,10.88,45.06,2.09,2.57,3.46,0.93,1607173200
2.3488,48.8534,1,260.35,0.12,11.31,43.63,2.06,2.57,3.41,0.96,1607176800
2.3488,48.8534,1,263.69,0.07,11.48,43.63,2,2.59,3.37,1.01,1607180400
2.3488,48.8534,1,270.37,0.04,12.85,43.27,2.06,2.9,3.64,1.05,1607184000
2.3488,48.8534,1,283.72,0.05,15.08,41.13,2.33,3.61,4.43,1.06,1607187600
2.3488,48.8534,1,310.42,0.08,17.82,37.91,2.77,4.85,5.88,1.17,1607191200
2.3488,48.8534,1,323.77,0.09,18.68,36.84,3.04,5.51,6.7,1.31,1607194800
2.3488,48.8534,1,313.76,0.07,16.62,38.98,2.83,4.97,6.11,1.31,1607198400
2.3488,48.8534,1,307.08,0.05,15.25,40.77,2.68,4.53,5.62,1.33,1607202000
2.3488,48.8534,1,293.73,0.04,14.05,41.49,2.44,4.01,5.13,1.3,1607205600
2.3488,48.8534,1,263.69,0.02,10.88,42.92,1.82,2.72,3.61,1.11,1607209200
2.3488,48.8534,1,260.35,0.02,10.45,41.49,1.73,2.6,3.37,1.09,1607212800
2.3488,48.8534,1,263.69,0.04,11.31,38.27,1.82,2.94,3.76,1.09,1607216400
2.3488,48.8534,1,273.71,0.05,12.34,35.05,1.94,3.39,4.32,1.01,1607220000
2.3488,48.8534,1,283.72,0.08,13.37,32.19,2.06,3.85,4.87,0.97,1607223600
2.3488,48.8534,1,303.75,0.15,15.59,27.9,2.3,4.74,5.85,0.92,1607227200
2.3488,48.8534,1,357.15,0.55,21.76,19.13,3.04,7.51,8.92,1.08,1607230800
2.3488,48.8534,2,560.76,8.94,34.96,3.13,6.14,19.1,21.76,2.03,1607234400
2.3488,48.8534,4,741.01,24.81,36.33,0.09,8.58,29.89,33.8,2.82,1607238000
2.3488,48.8534,4,761.03,28.61,37.01,0.04,8.94,31.13,35.39,2.91,1607241600
2.3488,48.8534,4,700.95,24.59,34.27,0.29,8.46,27.5,31.41,2.72,1607245200
2.3488,48.8534,3,580.79,16.99,29.82,0.97,7.03,20.45,23.64,2.34,1607248800
2.3488,48.8534,2,534.06,14.19,27.42,2.19,6.74,17.65,20.61,2.34,1607252400
2.3488,48.8534,2,507.36,12.18,27.08,3.84,6.8,16.33,19.14,2.57,1607256000
2.3488,48.8534,4,707.63,28.16,31.53,3.26,10.13,28.82,32.56,3.52,1607259600
2.3488,48.8534,5,1094.82,59.01,36.67,1.22,14.31,53.09,58.58,4.75,1607263200
2.3488,48.8534,5,1441.96,86.73,41.81,0.43,17.64,75.8,82.86,6.52,1607266800
2.3488,48.8534,5,1789.09,114.44,47.98,0.04,20.74,99.93,108.44,8.87,1607270400
2.3488,48.8534,5,2216.34,148.42,53.47,0,22.41,130.84,141.22,9.37,1607274000
2.3488,48.8534,5,2830.51,193.12,58.95,0,25.03,172.59,185.41,9.12,1607277600
2.3488,48.8534,5,3257.75,219.94,59.63,0,26.23,200.34,215.49,9.12,1607281200
2.3488,48.8534,5,3471.37,228.88,58.26,0,26.94,211.98,228.29,9.37,1607284800
2.3488,48.8534,5,3685,243.19,56.89,0,27.9,225.18,241.26,9.88,1607288400
2.3488,48.8534,5,3898.62,257.49,56.89,0,26.94,239.14,253.7,9.37,1607292000
